,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
5685,3,36,3,1,2,8795.0,1318,0.563,74,0.682,0.15,1,0,1,4,0
7379,4,41,5,1,2,1927.0,1337,0.667,81,0.653,0.694,0,2,1,4,0
5939,2,25,6,3,2,2732.0,1746,1.028,85,0.771,0.639,0,2,1,4,0
2052,4,39,3,3,1,5106.0,1539,0.907,74,0.609,0.301,1,1,1,3,0
1776,3,29,3,2,3,4138.0,643,0.681,49,0.581,0.155,0,5,2,4,0
6750,2,45,4,3,1,2261.0,1127,0.814,68,0.789,0.498,0,2,1,4,0
3313,4,36,3,1,4,10961.0,1391,0.662,77,0.75,0.127,0,5,1,4,3
4781,2,27,5,2,1,14831.0,1302,0.916,73,0.698,0.088,0,3,1,5,0
8573,2,36,2,3,2,4065.0,2517,0.957,51,0.821,0.619,0,6,1,4,0
6974,2,36,6,6,1,4947.0,0,0.751,84,0.826,0.0,1,6,2,1,0
1592,0,13,4,1,2,4395.0,1240,0.662,46,0.438,0.282,0,6,2,5,0
1723,0,52,4,6,4,2564.0,2379,0.358,35,0.296,0.928,1,2,1,3,0
215,2,36,3,2,3,2571.0,1955,0.531,24,0.714,0.76,1,0,2,4,0
6510,3,37,3,3,3,5951.0,0,0.742,84,0.867,0.0,1,3,2,2,0
8935,2,29,2,3,2,28852.0,1974,0.713,90,0.607,0.068,1,5,2,0,0
490,3,36,5,1,3,30579.0,1351,0.759,19,0.727,0.044,1,3,1,3,0
9253,3,33,1,1,2,18266.0,822,0.875,124,0.797,0.045,0,1,1,1,3
3483,3,36,5,2,2,11366.0,2109,0.993,70,0.795,0.186,1,4,1,1,0
5102,2,36,4,3,4,1438.3,886,0.24,42,0.312,0.616,0,1,1,4,0
5187,5,37,4,2,3,15638.0,1729,0.843,83,0.566,0.111,1,3,2,3,0
3431,2,37,5,2,3,4188.0,0,0.565,69,0.683,0.0,0,6,1,4,0
6479,2,23,6,2,3,2024.0,901,0.659,84,0.75,0.445,0,2,3,1,0
7921,3,38,5,2,2,1643.0,0,0.6,39,0.56,0.0,1,6,2,1,0
5513,1,47,3,3,4,1842.0,625,0.729,43,0.483,0.339,0,2,2,4,0
25,3,28,6,1,2,7768.0,1669,0.797,22,0.833,0.215,0,2,2,4,0
3512,1,40,5,1,3,2259.0,1721,0.682,38,0.81,0.762,0,5,2,5,0
2409,0,36,5,2,3,2657.0,1611,0.599,41,0.464,0.606,1,0,2,1,0
3270,3,36,3,2,2,9551.0,1833,1.675,52,1.476,0.192,1,3,3,2,0
5209,1,43,4,6,4,5267.0,0,0.631,81,0.588,0.0,0,1,3,4,0
8825,2,33,1,3,2,34516.0,1085,1.047,54,0.588,0.031,1,6,1,2,1
1552,0,27,6,3,2,3282.0,1843,0.625,79,0.646,0.562,0,0,2,4,0
9317,2,39,1,3,2,17575.0,618,0.917,128,0.684,0.035,1,4,2,2,0
8735,2,38,1,2,1,25894.0,2517,1.046,49,0.815,0.097,1,1,1,3,0
3871,1,26,4,1,3,2652.0,2496,0.561,58,1.071,0.941,0,4,2,4,0
3402,3,27,3,1,2,34516.0,0,0.834,53,0.559,0.0,1,2,1,3,3
4529,3,36,4,3,2,21142.0,0,0.812,66,1.357,0.0,1,2,3,2,0
979,1,36,3,2,2,2615.0,1772,0.611,38,0.357,0.678,0,3,2,4,0
2655,4,26,5,1,4,2494.0,1316,1.486,57,1.036,0.528,0,5,1,4,0
1847,3,30,6,1,3,5924.0,1023,0.765,80,0.778,0.173,1,1,2,2,0
8181,4,27,2,2,3,5051.0,0,0.588,45,0.552,0.0,1,6,0,2,0
8347,0,36,2,2,2,1621.0,1046,0.729,84,0.615,0.645,0,2,1,4,0
7348,0,42,6,2,2,1931.0,1409,0.887,65,0.625,0.73,0,6,2,1,0
7505,3,36,6,1,2,3088.0,1477,0.748,77,0.833,0.478,0,2,3,1,0
5721,1,44,3,3,3,4090.0,2517,0.562,49,0.69,0.615,0,2,0,4,0
515,4,37,6,2,2,4256.0,1084,0.63,29,0.381,0.255,0,0,2,4,0
7410,2,39,3,3,1,2212.0,0,0.942,55,0.897,0.0,0,2,1,4,0
8404,3,41,1,2,2,8074.0,2426,0.72,93,0.788,0.3,0,2,1,5,0
1102,3,24,5,1,4,9297.0,1668,0.521,31,0.632,0.179,0,0,2,4,0
3276,2,38,6,3,3,9183.0,2191,0.582,69,0.643,0.239,1,3,1,3,0
8970,2,37,1,3,1,10074.0,1223,0.955,99,0.623,0.121,1,0,0,2,0
7596,3,35,5,3,2,1721.0,729,0.902,74,0.644,0.424,0,6,1,4,0
9196,1,44,2,2,3,11605.0,1470,0.93,117,0.8,0.127,0,3,1,4,3
8444,2,36,2,3,2,1912.0,0,0.728,87,0.642,0.0,0,2,1,4,0
3996,1,36,6,4,4,2281.0,1751,0.761,76,0.854,0.768,1,3,2,2,0
194,5,44,5,1,1,3449.0,1598,0.971,42,0.556,0.463,0,4,1,4,0
4711,3,43,3,2,2,3573.0,0,0.842,36,0.44,0.0,0,0,1,4,0
643,3,36,6,1,2,1438.3,1133,0.759,41,0.708,0.788,1,3,1,3,0
8497,2,29,1,3,3,2351.0,1337,0.613,84,0.787,0.569,0,6,2,1,0
3285,5,39,2,3,4,3981.0,0,0.764,42,0.355,0.0,0,2,1,4,0
3116,2,44,4,2,2,6617.0,2517,0.459,68,0.659,0.38,1,3,2,0,0
6666,1,36,3,3,2,2936.0,1297,0.556,70,0.795,0.442,0,6,2,4,0
3575,0,36,2,3,3,2125.0,0,0.654,38,0.727,0.0,0,2,0,4,0
9142,1,36,4,3,3,2667.0,0,0.494,54,0.862,0.0,0,3,2,1,0
4320,3,36,6,1,2,25937.0,0,0.936,68,0.7,0.0,1,2,3,0,0
10119,3,47,4,3,3,14657.0,2517,0.166,53,0.514,0.172,0,5,2,5,0
2207,3,37,4,3,3,3305.0,2517,0.766,57,1.036,0.762,1,0,1,4,0
4552,2,46,5,3,4,1438.3,0,0.907,79,0.756,0.0,0,2,1,4,0
7522,3,33,4,3,1,2740.0,1786,0.597,70,1.333,0.652,0,5,1,4,0
3718,3,49,1,4,3,8516.0,0,0.549,37,0.276,0.0,0,4,2,4,0
972,3,36,5,1,3,4213.0,997,0.668,30,0.667,0.237,1,2,0,4,0
4579,3,36,6,1,0,29535.0,895,0.952,74,0.644,0.03,1,0,2,3,0
719,2,32,6,3,2,7723.0,1902,1.181,22,1.0,0.246,1,5,2,1,0
8473,3,40,2,1,1,7212.0,1008,0.727,82,0.745,0.14,0,1,1,5,0
6155,4,28,5,2,4,1438.3,0,0.777,44,0.375,0.0,0,2,2,4,0
9551,0,39,2,3,3,16983.0,0,1.061,79,0.837,0.0,1,0,2,3,0
3896,2,36,6,1,1,1490.0,1069,0.84,85,0.889,0.717,1,6,0,2,0
2803,1,30,6,3,2,19300.0,1181,0.764,70,0.795,0.061,1,1,2,3,0
2566,2,28,5,2,1,7411.0,633,0.762,77,0.604,0.085,0,3,2,4,0
4025,3,35,4,3,3,7255.0,0,0.9,62,0.824,0.0,1,3,2,2,0
6198,2,48,3,2,3,8082.0,1138,0.723,59,0.788,0.141,1,6,2,3,0
32,4,36,4,1,2,8923.0,2517,1.726,24,1.667,0.282,1,2,1,2,0
8414,2,40,1,2,1,2096.0,1276,0.6,82,0.745,0.609,0,0,1,4,0
8947,4,35,1,1,1,3442.0,2517,0.62,74,0.644,0.731,1,3,1,1,0
9943,2,32,4,3,1,4935.0,0,0.713,64,0.882,0.0,1,0,2,0,0
4063,0,56,3,4,3,10885.0,1758,0.8,39,0.773,0.162,0,0,2,4,3
9067,2,32,2,1,3,12695.0,1613,0.852,94,0.843,0.127,1,2,2,4,3
5540,2,44,5,3,4,34516.0,219,0.482,48,0.714,0.006,1,2,2,0,0
1697,2,31,5,3,3,2352.0,0,1.467,48,0.92,0.0,0,3,1,4,0
2792,0,50,3,2,2,7348.0,1466,1.236,61,0.694,0.2,1,5,2,1,0
2222,2,35,6,3,2,17884.0,2096,0.477,49,0.633,0.117,1,0,1,2,0
5818,5,31,4,1,2,7564.0,0,0.61,82,0.822,0.0,1,2,2,1,0
9785,3,37,1,2,3,16909.0,1171,0.767,120,0.739,0.069,1,5,1,0,0
3764,1,56,3,5,1,3807.0,2517,0.506,36,0.5,0.661,0,3,3,1,0
3866,4,36,5,2,2,7474.0,2444,0.619,79,0.717,0.327,1,5,1,3,0
6608,2,13,6,2,2,1798.0,833,0.882,84,0.787,0.463,0,3,1,4,0
8776,5,31,1,2,2,34516.0,1802,0.871,101,0.485,0.052,1,1,0,0,0
9057,3,28,1,3,3,16627.0,2118,0.589,99,0.597,0.127,1,3,0,3,0
6862,4,32,6,3,3,4373.0,0,0.623,46,0.484,0.0,1,0,1,1,0
7283,2,45,4,1,0,5452.0,540,0.539,66,0.737,0.099,0,5,1,4,0
3758,3,37,6,1,0,9013.0,0,0.597,71,0.614,0.0,0,2,0,4,0
2831,1,36,3,3,0,8228.0,0,0.942,80,0.702,0.0,0,2,1,4,0
3227,5,44,2,3,4,3893.0,0,0.662,37,0.947,0.0,1,5,1,1,0
8016,1,36,2,3,2,1470.0,458,0.543,39,0.444,0.312,0,5,3,4,0
3923,3,31,3,1,4,6292.0,0,0.515,74,0.644,0.0,0,3,1,4,0
3904,3,36,2,3,4,29149.0,0,0.615,56,0.697,0.0,1,3,1,3,0
2277,3,28,4,3,3,9180.0,1814,0.628,49,0.633,0.198,1,5,0,0,0
8574,1,48,1,5,3,28930.0,0,0.645,27,0.227,0.0,1,3,0,3,0
1401,1,31,6,1,4,5898.0,1348,0.64,21,1.333,0.229,1,6,2,3,0
739,2,51,4,1,1,26437.0,1472,0.742,36,0.5,0.056,1,4,0,0,0
4266,0,50,3,3,3,7487.0,1953,0.891,63,0.658,0.261,0,6,0,4,0
9987,0,44,1,3,2,6828.0,1859,0.752,104,0.677,0.272,1,2,2,2,0
7559,2,45,5,1,2,2737.0,1719,0.657,63,0.615,0.628,0,0,1,5,0
7677,3,30,3,2,1,34516.0,0,0.643,80,0.86,0.0,1,2,0,0,0
3851,4,41,2,3,6,4806.0,1357,0.573,35,0.346,0.282,1,6,1,3,0
8745,4,36,3,3,2,34516.0,1337,0.704,85,0.635,0.039,1,3,0,0,0
2661,3,39,5,3,2,2361.0,1342,0.6,78,0.529,0.568,1,3,1,3,0
9902,3,36,4,1,2,5611.0,0,0.697,120,0.622,0.0,1,6,2,3,0
7040,0,36,6,2,1,2692.0,1631,0.99,83,0.694,0.606,1,2,2,0,0
674,3,35,6,1,2,6361.0,1292,1.027,38,0.52,0.203,1,0,3,3,0
7290,4,33,6,3,1,1706.0,0,0.601,45,0.5,0.0,0,5,0,4,0
6547,2,43,4,3,4,3143.0,0,0.764,37,0.321,0.0,1,6,1,2,0
3841,2,13,4,2,2,2243.0,1944,0.942,77,0.674,0.867,1,5,1,2,0
1815,2,31,4,1,2,24296.0,0,0.781,48,0.5,0.0,1,2,1,3,0
8607,4,36,3,2,2,2055.0,0,0.975,80,0.633,0.0,0,3,2,1,0
9963,3,36,1,2,5,8431.0,0,0.222,57,0.357,0.0,1,3,1,2,0
9321,2,36,5,3,2,12494.0,0,0.576,69,0.917,0.0,0,2,1,5,0
4653,1,26,4,2,3,1918.0,900,0.873,76,0.9,0.469,0,3,1,4,0
7518,2,26,4,1,1,3649.0,929,0.633,77,0.75,0.255,0,2,1,1,0
2100,2,23,4,2,1,2400.0,0,1.064,70,0.892,0.0,1,3,2,2,0
7922,1,36,1,3,2,5039.0,2489,0.875,74,0.947,0.494,0,0,1,5,0
1673,2,18,6,1,2,2172.0,1475,1.158,46,1.3,0.679,1,6,1,3,0
2101,1,39,5,2,4,2311.0,1830,1.289,33,1.357,0.792,0,1,0,4,0
4213,2,44,6,3,2,26174.0,1864,0.684,65,0.667,0.071,1,5,2,0,0
7237,4,36,6,4,1,22067.0,685,0.605,64,0.882,0.031,1,2,2,3,0
1548,5,22,6,1,4,4042.0,1744,0.582,37,0.542,0.431,1,6,3,3,0
7356,3,47,3,2,2,1602.0,962,0.834,97,0.764,0.6,1,3,2,2,0
6593,2,34,6,3,1,3499.0,1759,0.635,67,0.558,0.503,1,1,1,0,0
3323,2,28,6,2,3,3654.0,1172,0.938,67,0.595,0.321,1,2,1,3,0
7458,0,51,4,1,3,7508.0,2148,0.89,70,0.707,0.286,0,1,1,5,0
355,4,39,6,2,3,10741.0,755,1.166,22,1.444,0.07,1,2,2,2,0
5184,4,37,4,3,2,1438.3,780,0.66,59,0.844,0.542,0,2,2,4,0
1461,3,24,6,3,2,24577.0,0,0.75,39,0.393,0.0,1,6,1,0,0
8629,3,30,2,5,2,2481.0,2119,0.801,88,0.63,0.854,0,5,3,4,0
9505,3,40,1,3,1,9199.0,1230,0.591,123,0.685,0.134,1,2,2,1,0
3220,4,36,4,6,2,2952.0,2517,0.809,77,0.51,0.853,1,2,1,2,0
939,1,19,5,3,2,9959.0,2377,1.1,39,0.696,0.239,1,2,1,3,0
9279,2,36,1,3,2,14767.0,948,0.999,104,0.625,0.064,0,5,3,4,3
5147,2,35,3,3,4,10873.0,1514,0.879,82,0.783,0.139,1,2,1,3,0
6417,2,36,4,3,1,2407.0,1552,0.62,86,0.755,0.645,0,2,2,1,0
5923,1,40,4,1,2,2319.0,1026,0.521,74,0.721,0.442,0,6,2,4,0
8098,3,42,2,5,1,1438.3,0,0.895,81,0.841,0.0,1,5,1,2,0
1751,4,32,6,2,2,1539.0,989,0.86,47,0.808,0.643,1,3,1,1,0
3976,4,29,6,1,3,2636.0,1589,0.864,70,0.522,0.603,0,2,3,1,0
9794,1,36,2,2,2,3995.0,2475,0.817,99,0.8,0.62,1,6,1,1,0
1772,2,31,4,3,3,6116.0,1698,0.937,32,1.0,0.278,1,5,1,1,0
1196,1,50,6,2,4,4507.0,1574,0.744,38,0.652,0.349,1,2,1,4,0
1878,2,39,3,4,4,34516.0,0,1.014,27,0.35,0.0,1,0,0,3,0
2668,2,47,3,3,2,27347.0,719,0.695,77,0.674,0.026,1,0,1,0,0
3171,3,36,3,2,4,5317.0,0,0.699,29,0.318,0.0,0,6,2,1,0
2016,2,36,3,2,4,6269.0,1169,0.743,57,0.727,0.186,1,2,2,1,0
2005,2,26,2,3,4,8906.0,0,0.315,15,0.25,0.0,1,5,1,0,0
8379,2,33,1,3,4,1492.0,0,0.502,38,0.267,0.0,0,2,2,4,0
3893,3,32,1,2,4,26229.0,0,0.504,46,0.643,0.0,0,3,1,5,0
10118,1,36,6,3,4,9959.0,952,0.825,63,1.1,0.096,1,6,3,3,0
3237,2,43,3,2,2,2158.0,1170,0.73,89,0.679,0.542,1,2,3,3,0
4424,2,43,3,2,4,1822.0,1605,0.756,39,0.696,0.881,0,1,1,1,0
4744,4,31,4,3,3,31978.0,1659,0.556,51,1.217,0.052,1,0,1,3,0
2078,2,45,6,1,1,2513.0,1126,0.324,30,0.25,0.448,0,3,1,4,0
5219,2,43,6,1,4,3006.0,633,0.733,66,0.65,0.211,0,5,2,4,0
396,4,28,5,1,2,28202.0,843,0.637,38,0.727,0.03,1,2,1,2,3
2788,4,19,3,2,0,1438.3,0,0.676,67,0.523,0.0,0,3,2,4,0
7344,0,36,2,3,2,1708.0,0,0.443,38,0.357,0.0,0,2,1,4,0
6696,5,35,5,4,3,1514.0,745,0.694,69,0.683,0.492,0,3,1,4,0
4072,0,17,4,2,2,2042.0,1567,0.744,78,0.733,0.767,0,2,1,4,0
5574,4,35,6,1,0,2919.0,1670,1.041,72,0.756,0.572,0,3,1,1,0
8720,3,36,2,2,3,6218.0,2517,0.716,84,0.68,0.405,0,3,2,4,0
9629,2,36,3,3,2,34516.0,0,0.774,132,0.737,0.0,1,2,2,2,3
5355,2,36,3,1,2,3099.0,0,0.72,75,0.667,0.0,1,2,0,2,0
8723,2,40,2,1,3,2743.0,1705,0.605,97,0.54,0.622,0,2,3,4,0
7861,4,43,2,2,2,3002.0,1446,0.815,74,0.947,0.482,0,2,1,4,0
7015,1,31,5,2,1,3390.0,2222,0.768,82,0.822,0.655,0,2,2,4,0
1519,1,36,4,1,2,3906.0,1851,0.73,33,0.833,0.474,1,3,1,3,0
8302,2,45,2,1,0,2021.0,1578,0.761,71,0.919,0.781,1,2,1,2,0
1378,0,36,5,3,3,6715.0,1314,0.987,41,0.519,0.196,0,0,1,5,0
5672,3,30,5,3,4,13590.0,1528,0.728,52,0.486,0.112,1,1,1,3,0
1023,2,46,6,2,2,6725.0,2025,0.604,53,0.767,0.301,0,4,1,1,0
2587,3,32,6,2,2,1438.3,0,0.66,45,0.875,0.0,1,2,2,2,0
7719,5,39,5,3,2,2867.0,1209,0.727,81,0.976,0.422,0,2,1,4,0
5621,2,29,6,1,1,3304.0,1338,0.615,79,0.756,0.405,0,2,1,4,0
7847,1,35,2,1,3,2873.0,2517,0.803,71,1.088,0.876,0,0,1,4,0
5008,2,36,5,1,4,14544.0,0,0.768,92,0.769,0.0,1,0,2,3,0
2857,1,15,5,3,2,2166.0,890,1.024,70,0.892,0.411,0,0,0,4,0
8361,5,33,2,2,3,1438.3,0,0.739,84,0.787,0.0,0,6,0,1,0
5771,2,31,6,1,2,1852.0,1428,0.795,61,0.848,0.771,0,0,0,4,0
5842,1,25,4,3,3,1783.0,1014,0.956,81,0.558,0.569,1,2,0,2,0
9634,1,36,2,1,2,3705.0,1355,0.742,119,0.725,0.366,1,2,1,1,0
5832,4,26,6,2,0,4534.0,917,0.84,66,0.61,0.202,1,2,2,2,0
1629,4,24,3,3,2,8014.0,1402,0.873,34,0.789,0.175,0,2,1,4,0
4888,3,29,1,2,6,11422.0,1095,0.773,45,0.8,0.096,1,2,3,3,0
4526,2,26,6,2,3,20803.0,1747,0.311,60,0.429,0.084,1,4,2,2,0
3523,2,28,3,3,4,11209.0,1165,0.966,96,0.714,0.104,1,6,0,1,0
5904,3,35,6,1,1,2141.0,1176,0.746,64,0.778,0.549,0,2,1,4,0
7995,1,42,1,5,3,1471.0,0,0.624,48,0.455,0.0,0,2,1,4,0
3607,3,34,5,3,2,5155.0,868,0.882,57,1.111,0.168,1,3,2,0,0
9539,1,53,1,3,3,15928.0,1527,0.838,125,0.712,0.096,0,6,1,1,3
5220,2,36,6,2,4,7901.0,1184,0.863,66,0.784,0.15,1,5,2,3,0
234,1,37,6,3,3,2733.0,1819,0.767,25,0.923,0.666,1,0,2,2,0
7969,2,48,1,3,2,1517.0,556,0.622,82,0.864,0.367,0,3,2,4,0
3796,2,40,6,4,3,7037.0,0,0.583,71,0.69,0.0,1,6,2,1,0
4118,2,39,3,2,1,1773.0,0,0.228,30,0.111,0.0,0,6,1,5,0
6318,3,36,5,1,1,3210.0,2081,0.615,62,0.938,0.648,1,2,0,3,0
5001,2,24,5,3,1,1553.0,1177,0.638,68,0.659,0.758,0,4,1,1,0
3800,2,42,3,2,3,15987.0,193,0.435,46,0.394,0.012,0,1,1,4,2
9919,0,55,4,3,2,7469.0,2517,0.656,124,0.771,0.337,0,2,2,5,1
3899,5,38,3,4,4,7560.0,788,1.193,68,0.7,0.104,1,5,2,3,0
5024,5,36,5,3,0,3562.0,0,0.753,77,0.75,0.0,0,3,1,5,0
1948,2,27,3,1,4,31313.0,2152,0.679,62,0.676,0.069,1,2,2,0,0
6361,1,34,3,3,3,4189.0,2066,0.686,85,0.735,0.493,0,2,1,1,0
470,0,25,4,3,2,2061.0,1483,1.362,60,0.622,0.72,0,4,1,4,0
7764,2,28,2,1,1,4468.0,2395,0.706,79,0.756,0.536,0,4,1,1,0
3492,4,29,3,3,2,12544.0,1636,0.503,51,0.457,0.13,1,3,1,2,0
6091,0,36,3,4,2,3524.0,1306,0.8,78,0.814,0.371,0,6,1,5,0
2671,3,45,3,0,4,23870.0,0,0.604,39,0.345,0.0,1,4,1,3,0
9924,4,45,5,3,2,9431.0,1785,0.603,99,0.65,0.189,0,6,2,4,0
2224,3,32,5,1,3,2046.0,1694,0.853,49,0.96,0.828,0,3,1,4,0
1106,4,33,5,5,3,16435.0,0,0.676,56,0.514,0.0,1,2,2,3,0
2188,2,36,5,1,2,7756.0,1670,0.78,51,0.545,0.215,1,5,2,1,0
818,1,25,3,3,1,2580.0,2265,0.824,57,0.629,0.878,0,0,1,4,0
5571,3,46,4,2,3,15011.0,2517,0.713,36,0.385,0.168,1,2,1,3,0
4523,0,45,4,3,3,3023.0,2517,0.646,42,0.615,0.833,0,2,2,4,0
5793,3,36,6,2,3,2675.0,0,0.7,79,0.717,0.0,1,3,1,2,0
9501,2,37,1,2,2,21714.0,1969,0.944,104,0.625,0.091,1,6,0,3,0
8894,3,34,1,2,3,26438.0,1655,0.92,81,0.723,0.063,1,3,3,3,0
9203,3,37,2,3,3,3461.0,1767,0.829,122,0.694,0.511,0,2,3,4,0
2624,3,31,6,1,1,5228.0,1443,0.934,62,0.938,0.276,1,3,2,3,0
7903,2,37,4,2,3,11750.0,487,0.772,48,0.548,0.041,0,2,2,5,0
9512,4,36,1,1,2,6128.0,2239,0.768,116,0.681,0.365,1,2,2,1,0
10042,0,16,2,3,2,21551.0,0,0.536,94,0.843,0.0,1,0,2,2,0
9239,4,39,2,2,3,9682.0,1727,0.88,95,0.9,0.178,1,2,2,2,0
888,1,36,4,3,2,19063.0,1714,0.786,21,0.615,0.09,1,2,1,2,0
7466,3,36,3,3,4,2313.0,0,0.673,42,0.312,0.0,1,1,1,1,0
2437,3,36,3,6,1,7440.0,704,0.551,63,0.537,0.095,0,0,2,4,0
6056,1,36,3,3,3,2340.0,1101,0.766,68,0.7,0.471,0,3,2,4,0
7905,3,20,1,3,3,10486.0,1544,0.716,77,0.925,0.147,1,2,2,1,0
817,3,35,4,5,0,6218.0,2134,1.25,50,0.786,0.343,1,5,3,4,0
9053,1,40,2,1,2,4705.0,890,0.723,97,0.644,0.189,0,2,2,1,0
3414,1,41,6,2,2,15641.0,2379,0.816,76,0.617,0.152,0,2,1,5,0
6352,4,36,4,3,3,2658.0,1884,0.627,83,0.93,0.709,0,2,2,4,0
2341,1,44,6,1,2,34516.0,0,1.03,56,0.75,0.0,1,6,2,0,0
9148,2,44,2,2,3,12518.0,1722,0.891,96,0.778,0.138,1,6,1,4,3
3167,1,48,4,3,2,14257.0,1113,0.406,23,0.278,0.078,1,2,1,2,0
1809,0,16,5,1,3,3665.0,0,0.737,31,0.409,0.0,1,4,1,1,0
8222,2,51,1,3,1,1466.0,723,0.793,86,0.593,0.493,1,2,2,1,0
1264,3,32,6,2,2,2253.0,1667,0.884,45,0.667,0.74,1,3,1,2,0
5086,4,36,4,3,4,2286.0,0,1.057,40,0.481,0.0,0,2,1,5,0
7663,1,35,4,3,3,3241.0,0,0.442,43,0.303,0.0,0,5,2,4,0
5835,4,51,5,1,1,3334.0,1272,1.12,73,0.587,0.382,0,5,2,5,0
5194,1,51,6,2,4,8973.0,1300,0.568,72,0.714,0.145,1,3,2,2,0
4449,2,45,5,1,4,24287.0,1676,0.506,69,0.816,0.069,1,3,1,2,0
4945,5,36,3,5,1,7411.0,1341,0.799,80,0.633,0.181,1,6,1,2,0
4045,3,36,3,3,3,8960.0,2222,0.382,40,0.333,0.248,0,0,2,4,0
6693,1,36,4,1,2,2043.0,1590,0.618,68,0.619,0.778,0,2,1,1,0
3702,2,21,6,1,3,5015.0,1671,0.689,77,0.878,0.333,0,3,2,4,0
1035,4,40,6,2,2,4438.0,2472,0.69,60,0.622,0.557,1,2,3,3,0
9376,3,35,2,3,1,14131.0,1333,0.767,103,0.689,0.094,1,5,2,2,0
5590,5,29,5,3,1,2555.0,681,0.576,78,0.814,0.267,0,4,1,5,0
1228,0,56,4,2,4,12609.0,2517,0.833,49,0.531,0.2,1,3,2,4,3
7476,2,18,4,1,3,2730.0,0,0.648,72,0.714,0.0,0,2,3,4,0
7006,3,31,5,6,1,1811.0,821,0.773,73,0.78,0.453,0,6,1,4,0
5141,2,36,3,3,4,2283.0,1020,0.944,68,1.125,0.447,0,3,2,4,0
6551,5,36,3,3,6,6538.0,0,0.556,33,0.571,0.0,1,2,0,2,0
52,0,54,3,4,2,3171.0,2179,1.224,38,1.923,0.687,0,3,1,4,0
7532,1,31,4,3,1,2283.0,1470,0.935,76,0.689,0.644,1,6,2,2,0
6555,3,36,6,4,2,3143.0,2268,0.801,84,0.68,0.722,0,2,1,1,0
8579,3,38,3,5,1,23459.0,2305,0.636,83,0.627,0.098,1,2,1,3,0
159,4,34,2,3,1,3195.0,1954,0.971,29,0.706,0.612,0,2,0,4,0
8438,2,34,1,3,2,24431.0,892,0.417,66,0.571,0.037,1,2,3,0,0
1587,2,29,3,3,2,1808.0,1009,0.796,35,0.944,0.558,1,1,1,1,0
1589,0,45,3,1,3,3421.0,2517,0.992,21,0.4,0.736,1,6,2,1,0
9966,1,52,5,1,2,7882.0,1101,0.682,120,0.6,0.14,0,2,1,4,0
9448,2,25,1,1,1,11474.0,0,0.628,98,0.661,0.0,1,2,2,2,0
7632,3,34,6,1,3,2647.0,1288,0.765,78,0.857,0.487,0,3,1,4,0
6786,4,35,3,3,2,4177.0,2094,0.466,66,0.65,0.501,1,6,3,4,0
6174,3,38,5,2,2,1585.0,1304,0.727,80,0.6,0.823,0,0,1,4,0
8557,4,38,2,2,2,13426.0,0,0.717,66,0.886,0.0,1,3,1,2,0
3858,2,36,4,2,2,1738.0,0,1.124,62,0.938,0.0,0,6,3,4,0
9939,2,49,3,3,2,3681.0,0,0.693,112,0.931,0.0,0,6,1,1,0
9335,3,27,2,4,1,34516.0,0,0.919,106,0.797,0.0,1,3,2,0,0
2828,2,36,3,2,4,34516.0,1686,0.562,66,0.65,0.049,0,1,1,5,3
436,4,36,3,1,3,14241.0,2081,0.909,44,0.833,0.146,0,5,1,1,0
5789,4,34,3,1,3,2560.0,1430,0.766,86,0.792,0.559,0,2,1,4,0
8287,0,36,1,1,1,2367.0,1220,1.04,90,0.957,0.515,0,6,2,4,0
3878,1,42,4,2,2,2431.0,0,0.886,65,1.097,0.0,0,0,1,4,0
1588,3,36,6,1,3,12810.0,0,1.363,74,1.114,0.0,1,2,2,3,0
2780,3,36,6,2,3,8514.0,2013,0.664,74,0.542,0.236,1,2,2,0,0
9100,1,38,2,3,3,28605.0,0,1.054,67,0.718,0.0,1,3,2,3,0
8674,3,32,2,1,3,7537.0,1239,0.854,90,0.579,0.164,1,6,1,3,0
5686,2,27,6,2,3,12283.0,0,0.413,41,0.323,0.0,1,6,2,2,0
3965,3,36,5,4,3,1896.0,1119,0.671,76,0.767,0.59,1,2,2,2,0
4727,3,33,6,3,2,12587.0,815,0.576,83,0.766,0.065,0,1,0,5,0
973,4,33,6,2,2,21548.0,1180,0.52,38,0.652,0.055,1,2,1,2,0
1238,3,50,3,2,3,4522.0,1861,0.957,38,0.727,0.412,1,1,1,3,0
2951,3,42,5,3,2,12630.0,1822,0.947,66,0.571,0.144,1,3,2,0,0
2342,1,26,6,3,1,8058.0,1176,1.164,52,0.625,0.146,1,2,1,3,0
7510,3,30,5,3,3,10009.0,1604,0.449,75,0.786,0.16,1,2,2,3,0
7516,3,38,6,1,3,4025.0,0,0.887,92,0.673,0.0,0,4,1,5,0
6046,2,37,6,3,2,18085.0,747,0.681,76,0.52,0.041,1,6,1,2,0
2158,2,29,5,1,2,3300.0,1731,0.689,27,0.929,0.525,1,5,3,0,0
